item_id	tag
13128	[4537, 5065]
13129	[4538, 1229817]
13130	[4537]
13131	[4483, 4536, 1070524]
13132	[]
13133	[4483, 4538, 95987, 106546, 1085065]
13134	[4537, 4538]
13135	[]
13136	[4483]
13137	[]
13138	[4483, 4536, 4537, 447913, 650659]
13139	[447913]
13140	[4483, 4537, 4538, 447913, 529295, 650659, 1070524]
13141	[4537, 95987, 529295]
13142	[4483]
13143	[]
13144	[4537, 1070524]
13145	[]
13146	[4537]
13147	[95987]
13148	[4537, 5065, 106546]
13149	[4537, 5065]
13150	[4538, 5065, 106546]
13151	[447913, 1225174]
13152	[4457, 4537, 106546, 447913, 1070524, 1085065]
13153	[4483, 4538, 650659]
13154	[4483, 4537, 1070524]
13155	[]
13156	[4457, 4483, 4537]
13157	[4483, 4537, 5065]
13158	[]
13159	[529295, 581514]
13160	[4537, 4538]
13161	[4483, 529295, 1229817]
13162	[4536, 4537, 1229821]
13163	[4483, 4537]
13164	[4483, 4538]
13165	[]
13166	[4483, 4537]
13167	[4537]
13168	[]
13169	[4483, 4537, 106546, 447913, 1070524]
13170	[4537, 1229817]
13171	[4483, 4537, 4538, 1070524]
13172	[4483, 4537]
13173	[4537, 106546]
13174	[]
13175	[4483, 4537]
13176	[4537, 529295, 581514]
13177	[4483]
13178	[4483, 4538, 5065]
13179	[4483]
13180	[4483]
13181	[4537, 95987, 106546, 650659]
13182	[4483, 4537, 4538, 1070524, 1229821]
13183	[]
13184	[4483, 95987, 127175, 650659, 1229817]
13185	[4483, 4537]
13186	[4537, 4538]
13187	[4483, 127175]
13188	[4483, 4537]
13189	[4483, 4537]
13190	[4537]
13191	[4483, 4537, 106546, 447913, 1070524, 1085065]
13192	[4483, 106546, 127175, 529295, 650659, 1085065, 1229825]
13193	[4538, 447913, 529295, 581514, 1070524]
13194	[4483, 447913, 650659, 1229817]
13195	[]
13196	[4483, 4537]
13197	[4483, 4537, 1229817]
13198	[4483]
13199	[95987, 650659]
13200	[127175]
13201	[4457, 4483, 4537, 106546, 447913, 1070524, 1229819]
13202	[4538, 447913]
13203	[4483, 4537]
13204	[]
13205	[106546]
13206	[4537]
13207	[4483, 4537]
13208	[4483, 4537]
13209	[4457, 4537, 106546, 127175, 447913, 650659, 1070524]
13210	[4537]
13211	[4537]
13212	[4537, 447913, 529295, 1070524, 1085065]
13213	[4483, 522484, 529295, 1229821]
13214	[4483, 4537, 106546]
13215	[4537, 95987]
13216	[4538]
13217	[4483, 4537, 4538, 1070524]
13218	[4538]
13219	[4483]
13220	[4483, 4537, 1070524]
13221	[4483, 4536, 4537, 95987, 447913, 650659, 1229817]
13222	[4483, 4537, 106546]
13223	[4537]
13224	[4483, 4537, 4538, 5065, 1070524]
13225	[]
13226	[4537, 1070524]
13227	[4537, 447913, 522484]
13228	[4483, 4537, 106546, 529295, 1229821]
13229	[4483, 4537]
13230	[4537, 447913]
13231	[4538, 650659]
13232	[4538]
13233	[4483, 4537, 106546, 650659]
13234	[4483]
13235	[4483]
13236	[4483, 4537, 4538, 1070524]
13237	[1085065]
13238	[4483, 4537, 529295]
13239	[4483, 4537, 106546, 1070524]
13240	[4483, 4537, 529295, 1085065, 1225174]
13241	[]
13242	[4537]
13243	[4537, 106546, 447913, 529295, 1070524, 1085065]
13244	[4483, 127175, 1070524]
13245	[4483, 4537, 1070524]
13246	[4537, 447913]
13247	[4483, 4537, 650659, 1229821]
13248	[4537]
13249	[4483, 4538]
13250	[4483]
13251	[4483, 4538, 581514]
13252	[]
13253	[4483, 4537]
13254	[4537, 4538]
13255	[4483, 1229817]
13256	[4483, 447913, 581514, 650659, 1229817]
13257	[4483, 4537]
13258	[4483, 4537]
13259	[4483]
13260	[1070524]
13261	[4483, 5065]
13262	[5065]
13263	[4537, 95987, 1229821]
13264	[4537]
13265	[4537, 95987, 650659, 1071165]
13266	[4483, 4537]
13267	[]
13268	[4483, 4537, 106546, 1070524]
13269	[4537, 4538]
13270	[4538]
13271	[4537, 1070524]
13272	[4537, 4538]
13273	[]
13274	[4537, 650659, 1070524]
13275	[4483]
13276	[4483, 4538]
13277	[4483, 4537]
13278	[4483, 4538, 127175, 529295]
13279	[4483]
13280	[4483, 4537]
13281	[4483, 4537, 106546, 1070524]
13282	[4483, 5065]
13283	[4483, 4537, 127175, 1229820, 1229821]
13284	[4457, 4483, 4537, 106546, 447913, 650659, 1085065]
13285	[]
13286	[4483, 4537]
13287	[4483]
13288	[4537]
13289	[4536, 95987, 106546, 127175, 447913, 1229821]
13290	[4537]
13291	[4483]
13292	[1070524]
13293	[1070524]
13294	[]
13295	[]
13296	[4483]
13297	[4537]
13298	[]
13299	[4457, 447913, 529295]
13300	[4483, 4537, 4538]
13301	[]
13302	[4483, 4537, 447913, 581514, 1070524, 1229817]
13303	[4537, 447913]
13304	[95987, 522484, 1225174]
13305	[4483]
13306	[4483, 106546, 650659]
13307	[4483, 4537]
13308	[4538, 5065]
13309	[]
13310	[4483, 4537, 4538]
13311	[4483]
13312	[4483, 4537]
13313	[4483, 4537]
13314	[4483, 4537, 106546, 1070524]
13315	[4538, 106546]
13316	[529295, 1229821]
13317	[4483, 4536, 4537, 127175]
13318	[4483, 5065]
13319	[4483, 127175]
13320	[4483, 4537]
13321	[4483, 1229821]
13322	[4537]
13323	[4537, 529295, 1070524]
13324	[]
13325	[529295]
13326	[4483]
13327	[4537]
13328	[4483, 4537]
13329	[4537]
13330	[]
13331	[4537, 447913, 1070524]
13332	[4483, 4537]
13333	[]
13334	[4483, 4537]
13335	[4483, 4537, 5065, 127175]
13336	[4483, 4537, 1070524]
13337	[4483, 4537, 106546, 127175, 650659, 1070524, 1225174]
13338	[4483, 447913]
13339	[4483, 4537]
13340	[4483, 4537, 1071165]
13341	[4483, 5065]
13342	[4483, 4537]
13343	[4483, 4537]
13344	[4483, 4537, 106546, 650659, 1070524]
13345	[4483, 4537, 4538]
13346	[]
13347	[4537]
13348	[4457, 4483, 581514, 1070524]
13349	[4483, 4536, 4537, 106546, 581514]
13350	[4537, 4538]
13351	[4483, 4537, 95987, 1071165]
13352	[4537]
13353	[4537]
13354	[4483, 4537, 127175, 447913]
13355	[4483, 4537, 127175, 447913, 1070524]
13356	[]
13357	[]
13358	[]
13359	[4537]
13360	[4538]
13361	[4537, 4538, 106546, 650659, 1070524, 1084835]
13362	[4483, 4537]
13363	[4537, 106546, 581514, 650659, 1070524]
13364	[4537]
13365	[4537]
13366	[4483, 4538]
13367	[4537]
13368	[4483, 529295, 650659, 1070524, 1085065]
13369	[4537]
13370	[4537, 95987, 650659, 1071165, 1229817]
13371	[4483, 4537]
13372	[4483]
13373	[4483]
13374	[4538, 1225174]
13375	[4483]
13376	[4483, 4537, 1070524]
13377	[529295]
13378	[4457, 4537, 106546, 447913, 1070524, 1085065]
13379	[4483, 4537, 5065]
13380	[4483, 4537]
13381	[4537]
13382	[106546]
13383	[4537, 4538, 95987]
13384	[581514]
13385	[4483, 4537]
13386	[447913, 529295, 1229817]
13387	[4483, 4537, 1070524]
13388	[]
13389	[4483, 4537, 1229821]
13390	[4483, 4537, 1070524]
13391	[]
13392	[]
13393	[]
13394	[4537, 4538, 447913]
13395	[4537, 1229820]
13396	[4483, 5065]
13397	[4483, 4537]
13398	[]
13399	[4483]
13400	[4483]
13401	[4483, 5065]
13402	[4537, 447913]
13403	[106546]
13404	[4483, 650659]
13405	[4483, 127175, 447913, 581514, 650659]
13406	[4483, 4537, 95987, 127175]
13407	[4483, 4537, 5065]
13408	[4537, 95987, 127175, 522484, 529295, 1229817]
13409	[4537]
13410	[]
13411	[4483]
13412	[4537]
13413	[]
13414	[4483, 4537]
13415	[]
13416	[4483]
13417	[4483, 4537]
13418	[4537, 1070524]
13419	[4537]
13420	[]
13421	[4537, 4538]
13422	[]
13423	[95987, 106546, 522484, 529295, 650659, 1085065]
13424	[]
13425	[4483, 4537, 106546, 650659]
13426	[4483, 4537]
13427	[127175, 581514]
13428	[4537, 4538, 127175]
13429	[4538, 1070524]
13430	[4483]
13431	[4483, 4537]
13432	[4537]
13433	[4537, 4538]
13434	[4483, 4537, 447913, 1070524]
13435	[529295]
13436	[4537, 529295, 1225174]
13437	[4483]
13438	[4483, 581514]
13439	[4537]
13440	[1229821]
13441	[4537]
13442	[4483, 4537, 447913, 529295, 581514, 650659, 1225174, 1229817]
13443	[]
13444	[]
13445	[4483]
13446	[1070524]
13447	[]
13448	[4483, 4537, 4538]
13449	[4537, 4538, 529295, 1070524]
13450	[4538]
13451	[]
13452	[4537, 4538, 447913]
13453	[5065]
13454	[1085065]
13455	[4537, 1229821]
13456	[4483, 4537]
13457	[4537, 106546, 127175, 1070524]
13458	[]
13459	[]
13460	[4537, 529295]
13461	[4537]
13462	[4537, 4538]
13463	[4483, 4537]
13464	[4483, 4537]
13465	[4483, 4537]
13466	[4483, 4538, 447913]
13467	[4483]
13468	[127175, 581514, 1070524, 1229817]
13469	[4483, 4537, 95987, 106546, 447913, 581514, 650659]
13470	[4483, 4537, 447913]
13471	[]
13472	[4537]
13473	[106546, 522484, 529295]
13474	[4483, 650659, 1070524]
13475	[4537, 106546, 127175, 1070524]
13476	[4536, 529295]
13477	[]
13478	[4537, 106546, 127175, 1070524]
13479	[4483, 4537, 106546, 1070524, 1225174]
13480	[4483, 4537]
13481	[]
13482	[4537]
13483	[]
13484	[581514]
13485	[4537]
13486	[4537, 4538, 127175]
13487	[4483, 529295]
13488	[]
13489	[4483, 4537, 447913, 529295, 650659, 1229817]
13490	[4483, 4537]
13491	[]
13492	[4537, 106546, 127175, 522484, 529295]
13493	[4483, 4537]
13494	[127175, 447913, 529295]
13495	[4537]
13496	[]
13497	[4537]
13498	[]
13499	[4483, 1070524]
13500	[4537, 95987, 127175, 581514]
13501	[4483, 4537, 106546, 1070524, 1085065]
13502	[]
13503	[4483]
13504	[4483, 4537, 127175, 529295]
13505	[4538]
13506	[]
13507	[4537, 529295]
13508	[4537]
13509	[4483, 5065]
13510	[4483, 127175, 1070524]
13511	[]
13512	[4483]
13513	[4537, 529295]
13514	[4537, 1229821]
13515	[4537, 106546]
13516	[]
13517	[4537]
13518	[4483]
13519	[]
13520	[4483]
13521	[4483, 650659, 1070524]
13522	[]
13523	[1070524, 1229821]
13524	[4537]
13525	[4537]
13526	[4483, 4537, 4538]
13527	[4483, 1229821]
13528	[447913]
13529	[]
13530	[]
13531	[447913]
13532	[4483]
13533	[]
13534	[4538, 447913]
13535	[4483, 4537, 5065]
13536	[127175]
13537	[4483, 4537]
13538	[447913]
13539	[4483, 4537, 1070524]
13540	[4483, 106546, 447913]
13541	[1070524]
13542	[4483, 4537]
13543	[4483, 5065]
13544	[127175, 522484, 529295, 650659]
13545	[]
13546	[]
13547	[4537, 127175]
13548	[4537, 127175, 650659, 1084835]
13549	[4483, 4537]
13550	[95987, 106546]
13551	[]
13552	[4537, 106546, 127175, 1070524]
13553	[]
13554	[]
13555	[4537]
13556	[4483, 4537, 522484]
13557	[4537, 529295, 581514]
13558	[4483, 4537]
13559	[4483, 1070524]
13560	[4483, 5065]
13561	[]
13562	[4483, 4537]
13563	[4483, 1070524]
13564	[4483]
13565	[4537, 447913, 650659, 1229817]
13566	[]
13567	[4483]
13568	[4483, 4537, 106546, 127175, 447913, 650659, 1070524]
13569	[4457, 4483, 4537, 106546, 447913, 1070524]
13570	[4483, 4537]
13571	[4457, 4537, 106546, 127175, 447913, 1070524]
13572	[4483]
13573	[]
13574	[4537, 4538, 106546, 529295, 581514, 650659, 1070524]
13575	[4483, 4537, 95987]
13576	[4483, 4537]
13577	[4537]
13578	[4483, 4537]
13579	[]
13580	[4483, 4537]
13581	[4483, 1070524]
13582	[]
13583	[]
13584	[]
13585	[4537, 127175, 529295]
13586	[1070524]
13587	[]
13588	[4538]
13589	[4483, 1229821]
13590	[4537, 4538]
13591	[]
13592	[4483, 4537, 1070524]
13593	[4483, 4537, 127175, 447913, 1229817]
13594	[]
13595	[447913]
13596	[4483]
13597	[]
13598	[4537, 4538, 529295, 581514]
13599	[]
13600	[106546]
13601	[4537, 4538, 447913]
13602	[4537, 650659]
13603	[4537]
13604	[]
13605	[4538]
13606	[4483, 106546, 127175, 1070524]
13607	[4483, 4537, 5065]
13608	[4483, 4537, 95987]
13609	[4483, 4537, 4538, 1070524]
13610	[]
13611	[4537]
13612	[]
13613	[4537]
13614	[4483]
13615	[4483, 4537, 106546, 1070524]
13616	[4537, 95987]
13617	[]
13618	[]
13619	[529295, 650659, 1070524]
13620	[4483, 4537]
13621	[]
13622	[1225174]
13623	[]
13624	[4483, 4538, 1229821]
13625	[4537, 4538]
13626	[4537, 4538, 1070524, 1225174]
13627	[4536, 4537, 106546, 447913, 1229820]
13628	[4483, 4537]
13629	[447913]
13630	[4483, 4537, 1229825]
13631	[4483, 4536, 4537]
13632	[]
13633	[4483, 4537, 447913, 650659, 1229817]
13634	[4537]
13635	[4537]
13636	[4483, 4537, 1070524]
13637	[4537, 4538]
13638	[4537]
13639	[4483, 1229817]
13640	[4537, 1229817]
13641	[106546, 522484]
13642	[4483, 95987]
13643	[529295]
13644	[4483, 4537]
13645	[4483, 447913, 581514]
13646	[4537, 4538, 1070524, 1085065]
13647	[4537, 5065]
13648	[]
13649	[]
13650	[4483]
13651	[4483, 4537]
13652	[4483, 4538, 95987, 650659, 1070524]
13653	[4537]
13654	[127175, 1229817, 1229821]
13655	[4537, 4538, 529295, 650659, 1085065]
13656	[4538]
13657	[4537]
13658	[4457, 4483, 4537, 1070524]
13659	[]
13660	[4537, 4538, 127175]
13661	[4537, 447913]
13662	[4483, 4537, 4538]
13663	[]
13664	[4537, 1229821]
13665	[4483, 4537, 1229821]
13666	[4537, 95987, 650659, 1071165]
13667	[]
13668	[]
13669	[4483, 4538]
13670	[4457, 4483, 4537, 447913, 581514, 650659, 1229817]
13671	[4538]
13672	[4483, 4537]
13673	[]
13674	[4537, 1229821]
13675	[]
13676	[4483, 106546, 127175, 1070524]
13677	[4483, 4537, 4538]
13678	[]
13679	[4483, 447913]
13680	[4537]
13681	[4537]
13682	[4537, 1070524]
13683	[]
13684	[4483, 4537, 5065]
13685	[4483]
13686	[4483, 4537, 95987, 529295]
13687	[4483]
13688	[4483, 127175]
13689	[4483, 4537]
13690	[4483, 95987]
13691	[5065]
13692	[95987, 106546, 127175, 1229817, 1229821]
13693	[5065]
13694	[650659]
13695	[4537, 4538, 106546, 127175, 529295]
13696	[4537, 650659, 1070524]
13697	[447913]
13698	[4537]
13699	[4483, 4537, 106546]
13700	[]
13701	[4483, 4538, 95987, 522484, 529295, 650659, 1085065, 1180168, 1229817]
13702	[4537]
13703	[4457, 4483, 4537, 106546, 127175, 650659, 1070524, 1229817]
13704	[4483, 4537]
13705	[529295]
13706	[4483, 4537]
13707	[4537, 1229817]
13708	[]
13709	[4483, 4538]
13710	[4537, 4538]
13711	[106546]
13712	[]
13713	[4536, 4537, 95987, 106546]
13714	[4483, 1229821]
13715	[4537]
13716	[4537]
13717	[4537]
13718	[4483, 4537, 106546]
13719	[]
13720	[4537, 447913, 529295, 650659, 1070524, 1085065]
13721	[4483, 4537, 4538, 95987]
13722	[]
13723	[106546, 1070524]
13724	[4537]
13725	[106546]
13726	[4483]
13727	[4483, 4537]
13728	[]
13729	[]
13730	[4483, 4537, 529295, 581514, 1070524, 1085065]
13731	[4537]
13732	[4537, 106546]
13733	[4483, 4537, 4538, 1070524]
13734	[4537, 95987, 650659, 1071165]
13735	[4483, 4537, 106546, 127175, 1070524, 1225174]
13736	[4537]
13737	[4483]
13738	[]
13739	[4537]
13740	[4538, 127175, 1085065]
13741	[4483, 4537, 581514]
13742	[581514, 1229821]
13743	[1070524]
13744	[4537, 5065, 1085065]
13745	[4537, 106546, 127175, 650659, 1070524]
13746	[4537]
13747	[4483]
13748	[4537]
13749	[4537, 1070524]
13750	[4483, 529295]
13751	[4483]
13752	[4537, 127175]
13753	[4537]
13754	[95987, 106546]
13755	[]
13756	[]
13757	[]
13758	[4483]
13759	[4483, 4538, 447913, 650659]
13760	[]
13761	[4483]
13762	[1070524]
13763	[4483, 4537, 106546, 127175, 522484, 529295]
13764	[4483, 4538]
13765	[4537]
13766	[4483]
13767	[4538]
13768	[4537, 447913, 1070524]
13769	[4537, 4538]
13770	[]
13771	[]
13772	[4537, 447913]
13773	[4483, 4537, 581514]
13774	[4538, 127175, 529295]
13775	[4537]
13776	[4483, 106546]
13777	[4537]
13778	[4483, 529295]
13779	[4483]
13780	[4483, 1070524]
13781	[]
13782	[4483, 529295]
13783	[4483, 4537]
13784	[4483]
13785	[4483, 5065, 1070524, 1229821]
13786	[4483, 4537, 5065]
13787	[4483, 4536, 106546]
13788	[4483, 4537, 4538]
13789	[4537]
13790	[4483, 106546]
13791	[1070524]
13792	[4483, 4537, 447913]
13793	[4483, 4537, 650659]
13794	[4483, 4537, 581514]
13795	[4457, 4483, 4537, 106546, 447913]
13796	[4537]
13797	[4483, 4537, 127175]
13798	[529295]
13799	[4537]
13800	[4457, 4537, 106546, 447913, 522484, 1229821]
13801	[4537]
13802	[4483, 447913, 529295, 1070524, 1085065]
13803	[5065]
13804	[]
13805	[]
13806	[4483, 4537]
13807	[4483, 4537, 106546, 127175, 447913, 650659]
13808	[4538]
13809	[]
13810	[4483, 1229821]
13811	[4537, 447913, 529295, 1070524, 1085065]
13812	[4483, 4537, 95987]
13813	[4483, 4538]
13814	[4483]
13815	[4537, 529295, 1229817]
13816	[4483, 4538]
13817	[4483]
13818	[4483, 4537, 4538]
13819	[4537, 529295]
13820	[4483, 4537, 4538, 95987, 447913, 1070524, 1084835]
13821	[4483, 4537]
13822	[4538, 447913]
13823	[4537, 106546]
13824	[1070524]
13825	[4538]
13826	[4483, 4537, 1229821]
13827	[650659, 1085065]
13828	[4538, 447913, 529295]
13829	[4483, 4537, 1229821]
13830	[4537, 4538]
13831	[4483, 4538, 1070524]
13832	[4483, 4537, 1070524]
13833	[4537, 581514]
13834	[4537]
13835	[4537, 4538, 1229821]
13836	[4483]
13837	[4537]
13838	[4483]
13839	[4483]
13840	[4483]
13841	[4483, 4536, 4537, 106546]
13842	[4483, 650659, 1071165]
13843	[4483]
13844	[4483, 4538, 650659]
13845	[4537, 529295, 1070524]
13846	[4537]
13847	[4537]
13848	[4537, 106546, 127175, 581514, 650659, 1070524]
13849	[106546, 447913, 529295, 1084835, 1085065]
13850	[4537, 106546, 529295]
13851	[4537]
13852	[4537, 522484]
13853	[4538, 1070524]
13854	[4483, 4538]
13855	[]
13856	[4483]
13857	[4483, 4538]
13858	[4483, 4537]
13859	[4483, 4536, 4537]
13860	[]
13861	[4483, 4537]
13862	[529295, 581514]
13863	[4537]
13864	[4483, 4537, 650659]
13865	[4537, 529295]
13866	[4483, 4537]
13867	[]
13868	[4483, 5065]
13869	[4483, 4537, 1229821, 1229823]
13870	[4483]
13871	[4483]
13872	[4537]
13873	[4483, 106546, 1070524]
13874	[4483]
13875	[]
13876	[4483, 4537, 95987, 106546, 522484, 529295, 1070524, 1085065]
13877	[4537]
13878	[95987, 106546, 522484]
13879	[]
13880	[]
13881	[4537, 4538]
13882	[4483, 4537]
13883	[4483, 4537, 1070524]
13884	[4483]
13885	[4483, 1070524, 1229821]
13886	[]
13887	[4483, 4537, 4538]
13888	[4537, 4538]
13889	[529295, 1084835, 1085065]
13890	[522484]
13891	[]
13892	[4537, 4538]
13893	[4483, 1229817]
13894	[]
13895	[4538, 5065, 1225174]
13896	[4483, 4537]
13897	[4483, 4537]
13898	[4483, 4538, 127175, 447913, 529295]
13899	[4537, 4538]
13900	[127175, 1229817]
13901	[4537, 529295]
13902	[95987, 127175]
13903	[106546, 1070524]
13904	[4483]
13905	[4483]
13906	[4537]
13907	[447913, 581514, 650659]
13908	[4483]
13909	[95987, 106546, 522484]
13910	[]
13911	[4483, 4537, 522484, 1070524, 1085065]
13912	[4537, 95987, 127175, 650659, 1071165]
13913	[4483, 4537]
13914	[4537]
13915	[]
13916	[5065]
13917	[4483, 4537]
13918	[4536, 4538, 106546, 529295, 650659, 1085065, 1229820, 1229821]
13919	[4483, 4537]
13920	[4537, 106546, 127175, 447913, 1070524]
13921	[4483, 4537]
13922	[4537, 4538]
13923	[529295]
13924	[4483]
13925	[1070524]
13926	[4537, 650659, 1070524]
13927	[]
13928	[]
13929	[4483, 4537]
13930	[4538, 106546, 1229821]
13931	[529295]
13932	[]
13933	[4538]
13934	[4537]
13935	[]
13936	[]
13937	[4537, 1070524]
13938	[4483, 4537]
13939	[4537, 1229821]
13940	[]
13941	[4483, 4537]
13942	[]
13943	[4483, 5065]
13944	[4537, 4538, 106546]
13945	[4537]
13946	[106546, 127175]
13947	[4483, 4537, 4538, 650659]
13948	[4538, 106546, 127175]
13949	[4483]
13950	[4483, 5065]
13951	[]
13952	[]
13953	[4483, 4537]
13954	[4483, 4537]
13955	[4457, 4483, 4537, 106546, 650659, 1085065]
13956	[4483, 4537]
13957	[4537]
13958	[]
13959	[127175]
13960	[4483, 4537]
13961	[4537]
13962	[4483]
13963	[4483, 4537, 447913, 529295]
13964	[4537]
13965	[4483]
13966	[4537, 4538, 95987]
13967	[4483, 4537]
13968	[]
13969	[]
13970	[127175]
13971	[4483, 4537, 127175]
13972	[4537]
13973	[4537, 1070524]
13974	[4483, 4537, 106546, 447913, 1070524]
13975	[4483, 106546, 127175, 447913, 1070524, 1225174]
13976	[4483]
13977	[4536]
13978	[4483, 4537]
13979	[4537, 95987]
13980	[529295]
13981	[4483, 106546]
13982	[4483]
13983	[]
13984	[4537]
13985	[4537, 4538, 95987, 106546, 522484]
13986	[4483, 106546, 127175]
13987	[4537, 95987, 106546, 127175, 522484]
13988	[4537, 5065]
13989	[4537]
13990	[4537, 95987, 1070524]
13991	[]
13992	[4483, 1070524]
13993	[1229821]
13994	[4538, 106546, 127175]
13995	[4483, 4537, 1070524]
13996	[4483, 4537, 4538]
13997	[]
13998	[4483, 4537]
13999	[4483, 4537, 447913, 650659, 1229817]
14000	[]
14001	[4483, 4537]
14002	[4537]
14003	[4536, 95987, 106546, 1229817]
14004	[4483, 4538, 447913]
14005	[4537, 95987]
14006	[4536, 95987, 106546]
14007	[]
14008	[4483, 650659]
14009	[4483, 4537, 4538]
14010	[]
14011	[4457, 4483, 4537, 106546, 447913, 650659, 1085065]
14012	[4537]
14013	[4537, 529295]
14014	[4483, 4537, 447913, 1070524]
14015	[4483, 529295, 1229821]
14016	[4483, 4537]
14017	[4483, 4537]
14018	[4538, 95987, 447913, 650659]
14019	[4537, 522484, 529295]
14020	[4538, 106546, 127175, 1229821]
14021	[4483, 4537]
14022	[4483, 4537]
14023	[4483, 4537]
14024	[4537, 4538]
14025	[4537, 4538, 95987, 106546, 1085065]
14026	[4536, 4538, 95987, 106546, 522484, 529295, 650659, 1085065, 1229819, 1229820, 1229821]
14027	[4537, 1229821]
14028	[4483, 4537, 106546, 650659]
14029	[5065, 106546]
14030	[4483, 4537]
14031	[4483, 4537]
14032	[4483, 4537, 522484]
14033	[]
14034	[447913, 1070524]
14035	[]
14036	[4537, 106546, 1070524, 1225174]
14037	[529295]
14038	[4483, 4537, 106546, 447913, 1070524]
14039	[]
14040	[4483]
14041	[529295]
14042	[]
14043	[4483]
14044	[4537]
14045	[]
14046	[4483, 4537]
14047	[]
14048	[4483, 4538, 1071165]
14049	[4483]
14050	[]
14051	[4483, 4537, 1070524]
14052	[]
14053	[4483]
14054	[]
14055	[4483, 4537, 95987, 447913, 650659]
14056	[]
14057	[95987, 106546, 529295, 650659, 1085065, 1229817]
14058	[]
14059	[4483]
14060	[4538]
14061	[4538, 127175]
14062	[4483, 4537, 1070524]
14063	[4538]
14064	[]
14065	[4538, 1070524]
14066	[]
14067	[4536, 4537, 447913, 529295]
14068	[447913, 581514]
14069	[4537]
14070	[4457, 4483, 4537, 1070524]
14071	[4483, 529295]
14072	[]
14073	[4538]
14074	[4483, 4537]
14075	[4538]
14076	[4457, 4483, 4537, 529295, 581514, 1070524, 1085065]
14077	[4483, 4537, 529295, 1070524]
14078	[4537]
14079	[4538, 106546, 1229821]
14080	[4457, 4483, 4537, 1070524]
14081	[4537, 4538, 106546, 1070524]
14082	[]
14083	[4483]
14084	[4483, 4537, 127175]
14085	[4483]
14086	[]
14087	[4483]
14088	[4483, 4537, 529295, 1071165]
14089	[4483, 4537]
14090	[4483]
14091	[4536, 95987, 106546, 127175]
14092	[4483, 581514]
14093	[4537]
14094	[4457, 4483, 4536, 4537, 447913, 1070524]
14095	[4483]
14096	[4457, 4483, 4537, 650659, 1180168, 1229817]
14097	[4483, 4537]
14098	[4537, 447913]
14099	[]
14100	[4483, 447913]
14101	[4537, 1085065]
14102	[4483]
14103	[4537, 4538, 95987, 650659]
14104	[4457, 4537, 447913, 1071165, 1229817]
14105	[]
14106	[106546]
14107	[4537]
14108	[4483, 4537, 106546, 127175, 447913, 650659, 1085065]
14109	[]
14110	[4483]
14111	[4483, 4537, 127175]
14112	[4538, 106546, 127175]
14113	[4483, 4537]
14114	[4483, 4537]
14115	[]
14116	[4537, 529295, 581514]
14117	[4537, 95987, 650659]
14118	[4483, 4537]
14119	[4537, 650659, 1070524]
14120	[4537]
14121	[4537]
14122	[]
14123	[4483, 447913]
14124	[]
14125	[4483]
14126	[]
14127	[4483, 4537]
14128	[4537]
14129	[4537]
14130	[4483, 4537]
14131	[4483, 4537, 1070524]
14132	[1229817]
14133	[4537]
14134	[4537, 4538]
14135	[4538]
14136	[]
14137	[4483, 4537, 4538, 95987, 127175, 581514, 650659]
14138	[1070524]
14139	[4538]
14140	[4538]
14141	[4537, 4538, 95987]
14142	[4483, 4537, 1070524]
14143	[4537]
14144	[4483, 4537]
14145	[4483]
14146	[4537, 4538, 1070524]
14147	[]
14148	[4483]
14149	[4483, 4537, 447913]
14150	[]
14151	[4483, 4537, 106546, 127175, 650659]
14152	[4538, 5065, 1070524]
14153	[4483, 4537, 581514, 650659]
14154	[4537]
14155	[]
14156	[4483, 4537]
14157	[4483, 4537]
14158	[4537, 106546, 127175, 1070524]
14159	[4538, 447913]
14160	[106546, 581514, 1229817]
14161	[4483, 4537]
14162	[4537, 1229821]
14163	[4537, 529295, 1085065]
14164	[4537]
14165	[4537, 95987]
14166	[4537, 106546, 529295]
14167	[]
14168	[4483]
14169	[4536, 95987, 106546, 1229817]
14170	[4537, 4538, 1070524]
14171	[4483, 4537]
14172	[4483, 4537, 447913]
14173	[4538]
14174	[4537, 447913, 1070524]
14175	[]
14176	[4483, 1229821]
14177	[4537]
14178	[4483]
14179	[4483, 5065]
14180	[4537]
14181	[4483, 4537, 4538, 447913, 529295]
14182	[4483, 4537, 127175]
14183	[4537]
14184	[4537, 4538, 95987]
14185	[4483, 4537]
14186	[4537]
14187	[4537]
14188	[4537]
14189	[4537, 4538, 95987]
14190	[4483, 4537, 4538]
14191	[4483, 5065]
14192	[4537, 581514]
14193	[4483]
14194	[529295, 1229820]
14195	[4483, 4537]
14196	[4457, 4483, 4537, 106546, 1070524]
14197	[4537]
14198	[]
14199	[4537, 127175, 447913, 529295, 650659, 1070524, 1085065]
14200	[4483, 4537]
14201	[4483, 4537, 4538]
14202	[4483, 4537, 106546, 650659, 1070524]
14203	[]
14204	[4457, 4537, 106546, 1070524, 1085065]
14205	[]
14206	[4483, 4537]
14207	[]
14208	[4537, 447913]
14209	[]
14210	[4537, 447913]
14211	[4536]
14212	[4537, 1070524]
14213	[4457, 4483, 4537, 1070524]
14214	[4483, 4536, 4537, 4538, 5065, 650659]
14215	[]
14216	[4483, 4537, 106546, 1070524]
14217	[4537]
14218	[]
14219	[4483, 4537]
14220	[4483, 4537]
14221	[4483, 4537, 4538]
14222	[4483, 1085065]
14223	[4483, 4537, 529295]
14224	[4537]
14225	[4483, 4537, 4538, 5065]
